id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate
1391864873974333445	1391864873974333445	2021-05-10 16:17:00 Central Daylight Time	2021-05-10	16:17:00	-0500	1166693592989077505	businsidermx	Business Insider México		@ElonMusk tuvo el poder de impulsar a #Dogecoin, y también de tumbar su precio en @SNL  💸👇  #criptomonedas #criptodivisas #economía #saturdaynightlive #ElonMusk #SaturdayNightLive   https://t.co/wNH0S5bUDn	es	[]	['https://businessinsider.mx/dogecoin-pierde-un-tercio-valor-despues-de-que-elon-musk-dice-timo-en-snl/']	[]	0	0	0	['dogecoin', 'criptomonedas', 'criptodivisas', 'economía', 'saturdaynightlive', 'elonmusk', 'saturdaynightlive']	[]	https://twitter.com/BusInsiderMX/status/1391864873974333445	False		0			32.779167,-96.808891,10000km					[]		
1391860643901452292	1391860643901452292	2021-05-10 16:00:11 Central Daylight Time	2021-05-10	16:00:11	-0500	33576192	reformanegocios	NEGOCIOS		#AsíEstáLaCosa La precursora de las criptomonedas es el #Bitcoin, que comenzó a operar en 2009, y a partir de ella surgieron #Ethereum, #Ripple, #Litecoin y #Dogecoin 🔓 👉  https://t.co/Z9W0h4CSQE  https://t.co/CK7GCJxOTJ	es	[]	['http://ow.ly/kres50EJhIe']	['https://pbs.twimg.com/media/E1Dh4VJWQAMmuh0.jpg']	0	0	2	['asíestálacosa', 'bitcoin', 'ethereum', 'ripple', 'litecoin', 'dogecoin']	[]	https://twitter.com/reformanegocios/status/1391860643901452292	False		1	https://pbs.twimg.com/media/E1Dh4VJWQAMmuh0.jpg		32.779167,-96.808891,10000km					[]		
1391752818948812802	1391752818948812802	2021-05-10 08:51:44 Central Daylight Time	2021-05-10	08:51:44	-0500	16301273	ryandeiss	Ryan Deiss		"Let's have a little fun, shall we?  When I was a kid I had a ferret named Murray.  I challenge you to come up with a better name for a ferret than, ""Murray.""   The winner (judged based on # of likes + my arbitrary feelings) will win a #dogecoin (because Murray always liked dogs).  https://t.co/uPunQeAT5Q"	en	[]	[]	['https://pbs.twimg.com/media/E1B-uplXsAAVSDM.png']	10	0	4	['dogecoin']	[]	https://twitter.com/ryandeiss/status/1391752818948812802	False		1	https://pbs.twimg.com/media/E1B-uplXsAAVSDM.png		32.779167,-96.808891,10000km					[]		
1391740919263678465	1391740919263678465	2021-05-10 08:04:27 Central Daylight Time	2021-05-10	08:04:27	-0500	31136822	thebrandonmorse	Brandon Morse		#Dogecoin  https://t.co/GwebWOCQXc	und	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/E1B0-8qWUAA6lDq.jpg']	1	2	12	['dogecoin']	[]	https://twitter.com/TheBrandonMorse/status/1391740919263678465	False		1	https://pbs.twimg.com/tweet_video_thumb/E1B0-8qWUAA6lDq.jpg		32.779167,-96.808891,10000km					[]		
1391729045520461825	1391729045520461825	2021-05-10 07:17:16 Central Daylight Time	2021-05-10	07:17:16	-0500	2556706717	kluvrebekah	Rebekah Black		Someone please! Explain #dogecoin. We get it but don’t get it.	en	[]	[]	[]	6	0	8	['dogecoin']	[]	https://twitter.com/kluvrebekah/status/1391729045520461825	False	https://twitter.com/KLUVMiles/status/1391723742913470469	0			32.779167,-96.808891,10000km					[]		
1391649208990502912	1391649208990502912	2021-05-10 02:00:01 Central Daylight Time	2021-05-10	02:00:01	-0500	357050985	diario24horas	@diario24horas		Al aparecer como invitado en el programa cómico estadounidense “Saturday Night Live”, Elon Musk, el polémico jefe de #Tesla y #SpaceX, dijo que tiene síndrome de Asperger y volvió a hablar de la criptomoneda #Dogecoin.  https://t.co/lbHK6YBbNJ	es	[]	['https://www.24-horas.mx/2021/05/09/videos-elon-musk-confiesa-tener-asperger-y-afirma-que-el-dogecoin-es-una-estafa/']	[]	0	0	0	['tesla', 'spacex', 'dogecoin']	[]	https://twitter.com/diario24horas/status/1391649208990502912	False		0			32.779167,-96.808891,10000km					[]		
1391636729346527237	1391636729346527237	2021-05-10 01:10:26 Central Daylight Time	2021-05-10	01:10:26	-0500	19489239	jerusalem_post	The Jerusalem Post		".@elonmusk plans on launching ""DOGE-1 Mission to the Moon"", at least partly to be paid for in #Dogecoin.    https://t.co/EWMoitKJ7u"	en	[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]	['https://www.jpost.com/international/spacex-accepts-dogecoin-as-payment-to-launch-lunar-mission-next-year-667737']	[]	0	6	15	['dogecoin']	[]	https://twitter.com/Jerusalem_Post/status/1391636729346527237	False		0			32.779167,-96.808891,10000km					[]		
1391501725132021767	1391501725132021767	2021-05-09 16:13:58 Central Daylight Time	2021-05-09	16:13:58	-0500	33576192	reformanegocios	NEGOCIOS		#Dogecoin se cotizó hasta los 0.416 dólares en la plataforma de cifrado Binance, un 36% menos que los niveles antes de la transmisión del programa Saturday Night Live donde #Musk demeritó la criptomoneda. #RegístrateGratis  https://t.co/INngzXK2Iq	es	[]	['https://reforma.com/7FIPNf']	[]	0	3	5	['dogecoin', 'musk', 'regístrategratis']	[]	https://twitter.com/reformanegocios/status/1391501725132021767	False		0			32.779167,-96.808891,10000km					[]		
1391466548544557058	1391466548544557058	2021-05-09 13:54:12 Central Daylight Time	2021-05-09	13:54:12	-0500	37696377	jaymichaels13	Jay Michaels		CONGRATS @elonmusk @MileyCyrus &amp; the #SNL staff THAT did appear for the 3rd highest ratings of the SEASON ‼️‼️‼️ &amp; #Dogecoinarmy #dogecoin #doge #dogetothemoon #ElonMuskSNL #MileyCyrus #grimes 🚀🚀🚀 photo : #Variety ‼️💯💃🏼  https://t.co/ikJAs2pnEM	en	[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'mileycyrus', 'name': 'miley ray cyrus', 'id': '268414482'}]	[]	['https://pbs.twimg.com/media/E097c4RX0AIN-LK.jpg']	2	20	31	['snl', 'dogecoinarmy', 'dogecoin', 'doge', 'dogetothemoon', 'elonmusksnl', 'mileycyrus', 'grimes', 'variety']	[]	https://twitter.com/jaymichaels13/status/1391466548544557058	False		1	https://pbs.twimg.com/media/E097c4RX0AIN-LK.jpg		32.779167,-96.808891,10000km					[]		
1391423015431385088	1391423015431385088	2021-05-09 11:01:12 Central Daylight Time	2021-05-09	11:01:12	-0500	2646336846	1funnymike	FunnyMike		Dogecoin is for me because imma hustler 🤪 #dogecoin	en	[]	[]	[]	47	254	1084	['dogecoin']	[]	https://twitter.com/1funnymike/status/1391423015431385088	False		0			32.779167,-96.808891,10000km					[]		
1391422028108939266	1391422028108939266	2021-05-09 10:57:17 Central Daylight Time	2021-05-09	10:57:17	-0500	14247096	arlogilbert	Ⓐ®️Ⓛ⓪		Saw a Shiba Ainu in the elevator today. Made me think of #dogecoin  https://t.co/JrWwaza72Q	en	[]	['https://www.cnbc.com/2021/05/08/dogecoin-price-plummets-as-elon-musk-hosts-saturday-night-live-.html']	[]	0	0	2	['dogecoin']	[]	https://twitter.com/arlogilbert/status/1391422028108939266	False		0			32.779167,-96.808891,10000km					[]		
1391395413761134592	1391395413761134592	2021-05-09 09:11:32 Central Daylight Time	2021-05-09	09:11:32	-0500	25155816	richotoole	Rich O'Toole		Happy Mother’s Day!!! #DogeCoin	en	[]	[]	[]	1	0	32	['dogecoin']	[]	https://twitter.com/RichOToole/status/1391395413761134592	False	https://twitter.com/ptotoole/status/1391395210865922048	0			32.779167,-96.808891,10000km					[]		
1391277353645617152	1391277353645617152	2021-05-09 01:22:24 Central Daylight Time	2021-05-09	01:22:24	-0500	19489239	jerusalem_post	The Jerusalem Post		"🪙 The value of #dogecoin dropped sharply in early US hours on Sunday, after @Tesla chief &amp; #cryptocurrency supporter @elonmusk called it a 'hustle' during his guest-host spot on the ""Saturday Night Live"" comedy sketch TV show.   #SNLdoge • #SNLELONMUSK   https://t.co/GywFH0UOKu"	en	[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]	['https://www.jpost.com/breaking-news/dogecoin-tumbles-after-elon-musk-calls-it-a-hustle-on-snl-show-667639']	[]	1	5	10	['dogecoin', 'cryptocurrency', 'snldoge', 'snlelonmusk']	[]	https://twitter.com/Jerusalem_Post/status/1391277353645617152	False		0			32.779167,-96.808891,10000km					[]		
1391272093900288006	1391272093900288006	2021-05-09 01:01:30 Central Daylight Time	2021-05-09	01:01:30	-0500	25155816	richotoole	Rich O'Toole		What is $Doge coin???   #DogeCoin #DogeToTheMoon   Here you go 🎥:  https://t.co/9jZj36nZcT	en	[]	[]	[]	2	11	40	['dogecoin', 'dogetothemoon']	['doge']	https://twitter.com/RichOToole/status/1391272093900288006	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1391271985284538372/pu/img/y6gpG6HT4qBAAsHd.jpg		32.779167,-96.808891,10000km					[]		
1391268303042236417	1391268303042236417	2021-05-09 00:46:26 Central Daylight Time	2021-05-09	00:46:26	-0500	96040215	russellhantz	Russell Hantz		This isn’t going away yall! #ADA #XRP #XLM #dogecoin #Ethereum #altcoin   https://t.co/qD8PKtVQxs	en	[]	['https://vm.tiktok.com/ZMeb5D8XU/']	[]	1	0	2	['ada', 'xrp', 'xlm', 'dogecoin', 'ethereum', 'altcoin']	[]	https://twitter.com/russellhantz/status/1391268303042236417	False		0			32.779167,-96.808891,10000km					[]		
1391258376043180035	1391257248513544192	2021-05-09 00:06:59 Central Daylight Time	2021-05-09	00:06:59	-0500	126933196	isiahcareyfox26	Isiah Carey		@Fox26Mike Are you hatin on #dogecoin Mike? 🤔	en	[]	[]	[]	1	0	1	['dogecoin']	[]	https://twitter.com/isiahcareyFOX26/status/1391258376043180035	False		0			32.779167,-96.808891,10000km					[{'screen_name': 'Fox26Mike', 'name': 'Mike Iscovitz', 'id': '404059812'}]		
1391257248513544192	1391257248513544192	2021-05-09 00:02:31 Central Daylight Time	2021-05-09	00:02:31	-0500	404059812	fox26mike	Mike Iscovitz		Ok. I was sort of right. It was way down. Midnight #dogecoin price: around $0.52	en	[]	[]	[]	4	0	7	['dogecoin']	[]	https://twitter.com/Fox26Mike/status/1391257248513544192	False	https://twitter.com/Fox26Mike/status/1391190120322248707	0			32.779167,-96.808891,10000km					[]		
1391255952159133697	1391255952159133697	2021-05-08 23:57:21 Central Daylight Time	2021-05-08	23:57:21	-0500	37696377	jaymichaels13	Jay Michaels		#MileyCyrus #MileyAndMusk is to the moon! #SNL just flashed her #dogetothemoon #dogecoin #MileyOnSNL is #Queen ! #Icon &amp; one INCREDIBLE voice &amp; performer! 🚀🚀🚀🚀🚀🚀 @MileyCyrus #Dogefather #DogecoinRise  https://t.co/1FcjCZ0y4D	en	[{'screen_name': 'mileycyrus', 'name': 'miley ray cyrus', 'id': '268414482'}]	[]	['https://pbs.twimg.com/media/E0676k4X0AEM3qD.jpg']	3	28	62	['mileycyrus', 'mileyandmusk', 'snl', 'dogetothemoon', 'dogecoin', 'mileyonsnl', 'queen', 'icon', 'dogefather', 'dogecoinrise']	[]	https://twitter.com/jaymichaels13/status/1391255952159133697	False		1	https://pbs.twimg.com/media/E0676k4X0AEM3qD.jpg		32.779167,-96.808891,10000km					[]		
1391251276374155266	1391244078621286406	2021-05-08 23:38:47 Central Daylight Time	2021-05-08	23:38:47	-0500	97832363	thetruthjackson	Mike Jackson, Esq.		Non-Americans are shitting on #SNL (rightfully so). And #dogecoin caught a Canelo body shot. #DogeSNL  https://t.co/IOxaelUuJu	en	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/E063qNIWEAADq19.jpg']	1	0	3	['snl', 'dogecoin', 'dogesnl']	[]	https://twitter.com/TheTruthJackson/status/1391251276374155266	False		1	https://pbs.twimg.com/tweet_video_thumb/E063qNIWEAADq19.jpg		32.779167,-96.808891,10000km					[]		
1391248971943849985	1391248971943849985	2021-05-08 23:29:37 Central Daylight Time	2021-05-08	23:29:37	-0500	37696377	jaymichaels13	Jay Michaels		HUGE skit #Doge #DogeSNL #Dogefather #dogecoin #dogetothemoon #ElonMusk #ElonMuskSNL 🚀🚀🚀🚀📈 @ItsDogeCoin @DogecoinRise  https://t.co/XePEWgL95H	en	[{'screen_name': 'itsdogecoin', 'name': 'dogecoin movement 🚀', 'id': '83202218'}, {'screen_name': 'dogecoinrise', 'name': 'dogecoin rise 🐕\U0001fa99📈🚀🌕', 'id': '1345576584204353543'}]	[]	[]	0	9	32	['doge', 'dogesnl', 'dogefather', 'dogecoin', 'dogetothemoon', 'elonmusk', 'elonmusksnl']	[]	https://twitter.com/jaymichaels13/status/1391248971943849985	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1391248928398512128/pu/img/z6-qxH29s-EQD2e5.jpg		32.779167,-96.808891,10000km					[]		
1391248882286354432	1391248882286354432	2021-05-08 23:29:16 Central Daylight Time	2021-05-08	23:29:16	-0500	25916881	markdavis	Mark Davis		Rescue 2: #ElonMusk as “financial expert” unable to explain #Dogecoin given multiple chances.	en	[]	[]	[]	1	0	6	['elonmusk', 'dogecoin']	[]	https://twitter.com/MarkDavis/status/1391248882286354432	False	https://twitter.com/MarkDavis/status/1391246524722696194	0			32.779167,-96.808891,10000km					[]		
1391246616200372228	1391246616200372228	2021-05-08 23:20:16 Central Daylight Time	2021-05-08	23:20:16	-0500	96040215	russellhantz	Russell Hantz		WOW #SNL needs new writers! This show is unbearable to watch! I’m just here for the #Dogecoin comment! #DogeSNL	en	[]	[]	[]	8	3	44	['snl', 'dogecoin', 'dogesnl']	[]	https://twitter.com/russellhantz/status/1391246616200372228	False		0			32.779167,-96.808891,10000km					[]		
1391244817636732933	1391244817636732933	2021-05-08 23:13:07 Central Daylight Time	2021-05-08	23:13:07	-0500	25916881	markdavis	Mark Davis		Okay, the filmed spoof on the PA accents of #MareOfEasttown was pretty great, nice recovery after that horrid Icelandic TV thing.  And #Dogecoin no longer plunging. #SNL #ElonMusk	en	[]	[]	[]	0	0	5	['mareofeasttown', 'dogecoin', 'snl', 'elonmusk']	[]	https://twitter.com/MarkDavis/status/1391244817636732933	False		0			32.779167,-96.808891,10000km					[]		
1391241942521024514	1391241942521024514	2021-05-08 23:01:41 Central Daylight Time	2021-05-08	23:01:41	-0500	25916881	markdavis	Mark Davis		#Dogecoin dropping sharply, like 20 percent since #SNL started.  Told ya, this world is stupid weird.  It could all be back in minutes.	en	[]	[]	[]	2	5	17	['dogecoin', 'snl']	[]	https://twitter.com/MarkDavis/status/1391241942521024514	False		0			32.779167,-96.808891,10000km					[]		
1391241524197928964	1391241524197928964	2021-05-08 23:00:02 Central Daylight Time	2021-05-08	23:00:02	-0500	404059812	fox26mike	Mike Iscovitz		Dudes. Seriously as expected...Robinhood is frozen right now. Amazing. #dogecoin	en	[]	[]	[]	4	1	21	['dogecoin']	[]	https://twitter.com/Fox26Mike/status/1391241524197928964	False		0			32.779167,-96.808891,10000km					[]		
1391240382852255749	1391240382852255749	2021-05-08 22:55:29 Central Daylight Time	2021-05-08	22:55:29	-0500	96040215	russellhantz	Russell Hantz		And now the sell off begins! #DogeSNL #Dogecoin	en	[]	[]	[]	11	3	26	['dogesnl', 'dogecoin']	[]	https://twitter.com/russellhantz/status/1391240382852255749	False		0			32.779167,-96.808891,10000km					[]		
1391238728849498112	1391238728849498112	2021-05-08 22:48:55 Central Daylight Time	2021-05-08	22:48:55	-0500	723583916708388864	rossowesq	Drew		#DOGECOIN on @nbcsnl with @elonmusk #elonmusk and #dogetothemoon   LETS BRING SOME $$$ #SNL  https://t.co/scAm0ifKr9	en	[{'screen_name': 'nbcsnl', 'name': 'saturday night live - snl', 'id': '28221296'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]	[]	['https://pbs.twimg.com/media/E06sP6eWQAcrX2g.jpg', 'https://pbs.twimg.com/media/E06sP6fXoAMl35A.jpg']	0	0	3	['dogecoin', 'elonmusk', 'dogetothemoon', 'snl']	[]	https://twitter.com/RossowEsq/status/1391238728849498112	False		1	https://pbs.twimg.com/media/E06sP6eWQAcrX2g.jpg		32.779167,-96.808891,10000km					[]		
1391238100957999107	1391238100957999107	2021-05-08 22:46:25 Central Daylight Time	2021-05-08	22:46:25	-0500	523723260	maxprestontv	Max Preston		ELON’S MOM SAID #Dogecoin I’M DEAD 😂  https://t.co/OvVW1rnKOZ	en	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/E06rrOPX0AA9kgr.jpg']	0	3	15	['dogecoin']	[]	https://twitter.com/MaxPrestonTV/status/1391238100957999107	False		1	https://pbs.twimg.com/tweet_video_thumb/E06rrOPX0AA9kgr.jpg		32.779167,-96.808891,10000km					[]		
1391237678021189633	1391237678021189633	2021-05-08 22:44:45 Central Daylight Time	2021-05-08	22:44:45	-0500	1232718849868304384	jj_redick	JJ Redick		Can’t believe he fit it in the opening monologue #dogecoin	en	[]	[]	[]	11	35	612	['dogecoin']	[]	https://twitter.com/jj_redick/status/1391237678021189633	False		0			32.779167,-96.808891,10000km					[]		
1391236571567988739	1391236571567988739	2021-05-08 22:40:21 Central Daylight Time	2021-05-08	22:40:21	-0500	84472256	alekontheradio	Alek		Papa @elonmusk looks so HANDSOME hosting @nbcsnl! Would look a lot better if he said something about #DogeCoin	en	[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'nbcsnl', 'name': 'saturday night live - snl', 'id': '28221296'}]	[]	[]	1	0	2	['dogecoin']	[]	https://twitter.com/AlekOnTheRadio/status/1391236571567988739	False		0			32.779167,-96.808891,10000km					[]		
1391223832342581254	1391223830518042632	2021-05-08 21:49:43 Central Daylight Time	2021-05-08	21:49:43	-0500	25916881	markdavis	Mark Davis		Now the nutty thing: #Musk is a big proponent of #Dogecoin cryptocurrency, which its based on nothing and seems to exist only to delight younger folks and annoy older folks.  But the flipping thing is up 61% this week,  roughly 1000% this month (but down 8% today).  So:	en	[]	[]	[]	2	0	3	['musk', 'dogecoin']	[]	https://twitter.com/MarkDavis/status/1391223832342581254	False		0			32.779167,-96.808891,10000km					[]		
1391213973589135361	1391213973589135361	2021-05-08 21:10:33 Central Daylight Time	2021-05-08	21:10:33	-0500	125550876	kevinvaccaro	Kevin Vaccaro		Fight against the giants 💪🏽 #dogetothemoon #dogecoin #HODL #dogecoins	en	[]	[]	[]	4	60	149	['dogetothemoon', 'dogecoin', 'hodl', 'dogecoins']	[]	https://twitter.com/kevinvaccaro/status/1391213973589135361	False		0			32.779167,-96.808891,10000km					[]		
1391199082161524738	1391199082161524738	2021-05-08 20:11:23 Central Daylight Time	2021-05-08	20:11:23	-0500	37266742	ellierosetx	Ellie Holmes		Just bought another $10 in #dogecoin before #ElonMuskSNL. Gotta make a little something, right? #dogetothemoon	en	[]	[]	[]	0	0	6	['dogecoin', 'elonmusksnl', 'dogetothemoon']	[]	https://twitter.com/ellierosetx/status/1391199082161524738	False		0			32.779167,-96.808891,10000km					[]		
1391190120322248707	1391190120322248707	2021-05-08 19:35:46 Central Daylight Time	2021-05-08	19:35:46	-0500	404059812	fox26mike	Mike Iscovitz		Let’s all make a friendly wager. Winner gets bragging rights. What will the price of #Dogecoin be at midnight tonight H-town time? I say $.40  what say you? 💴 #SNL #SNLdoge #ElonMusk	en	[]	[]	[]	11	0	22	['dogecoin', 'snl', 'snldoge', 'elonmusk']	[]	https://twitter.com/Fox26Mike/status/1391190120322248707	False		0			32.779167,-96.808891,10000km					[]		
1391188513476030469	1391188513476030469	2021-05-08 19:29:23 Central Daylight Time	2021-05-08	19:29:23	-0500	2646336846	1funnymike	FunnyMike		I don’t know about them ppp boys but them doge boys outside tonight #DogeSNL #dogecoin #dogetothemoon #dogearmy  https://t.co/Mfm13RCxH8	en	[]	[]	['https://pbs.twimg.com/media/E05-g6JXIAARrKC.jpg', 'https://pbs.twimg.com/media/E05-g6LXoAAQ5zs.jpg', 'https://pbs.twimg.com/media/E05-hIQXoAYAaXh.jpg']	23	83	580	['dogesnl', 'dogecoin', 'dogetothemoon', 'dogearmy']	[]	https://twitter.com/1funnymike/status/1391188513476030469	False		1	https://pbs.twimg.com/media/E05-g6JXIAARrKC.jpg		32.779167,-96.808891,10000km					[]		
1391148902011768837	1391148902011768837	2021-05-08 16:51:59 Central Daylight Time	2021-05-08	16:51:59	-0500	107938429	tprstly	Theo Priestley		This'll be SHIB by next month. #SHIBARMY #dogecoin  https://t.co/lG2X6Klq5h	en	[]	[]	['https://pbs.twimg.com/media/E05ajbzWQAEErm2.jpg']	1	0	7	['shibarmy', 'dogecoin']	[]	https://twitter.com/tprstly/status/1391148902011768837	False		1	https://pbs.twimg.com/media/E05ajbzWQAEErm2.jpg		32.779167,-96.808891,10000km					[]		
1391139630511124480	1391139630511124480	2021-05-08 16:15:08 Central Daylight Time	2021-05-08	16:15:08	-0500	96040215	russellhantz	Russell Hantz		The bottom will fall out in #dogecoin in 3.2.1 😂😂😂 Let’s watch it together :)! I guarantee it! Take your profits and buy the dip but what would i know..	en	[]	[]	[]	6	0	6	['dogecoin']	[]	https://twitter.com/russellhantz/status/1391139630511124480	False		0			32.779167,-96.808891,10000km					[]		
1391077350146772995	1391077350146772995	2021-05-08 12:07:39 Central Daylight Time	2021-05-08	12:07:39	-0500	993544147175952384	votesamuelwill1	Samuel Williams		Pretty sure this  https://t.co/VSG8aN8tWT #dogecoin is tanking.  https://t.co/92ctQ7sX5p	en	[]	['http://looks.like']	['https://pbs.twimg.com/media/E04Zel6XoAgZW4O.jpg']	3	0	0	['dogecoin']	[]	https://twitter.com/votesamuelwill1/status/1391077350146772995	False		1	https://pbs.twimg.com/media/E04Zel6XoAgZW4O.jpg		32.779167,-96.808891,10000km					[]		
1391073266974957570	1391073266974957570	2021-05-08 11:51:26 Central Daylight Time	2021-05-08	11:51:26	-0500	96040215	russellhantz	Russell Hantz		The “#dogecoin killer” #shiba is up 500% today!!	en	[]	[]	[]	2	1	18	['dogecoin', 'shiba']	[]	https://twitter.com/russellhantz/status/1391073266974957570	False		0			32.779167,-96.808891,10000km					[]		
1391062071463264260	1391062071463264260	2021-05-08 11:06:57 Central Daylight Time	2021-05-08	11:06:57	-0500	993544147175952384	votesamuelwill1	Samuel Williams		Sad to see #dogecoin is tanking ahead of #ElonMusk hosting #SNL	en	[]	[]	[]	6	2	5	['dogecoin', 'elonmusk', 'snl']	[]	https://twitter.com/votesamuelwill1/status/1391062071463264260	False		0			32.779167,-96.808891,10000km					[]		
1391035072615174150	1391035072615174150	2021-05-08 09:19:40 Central Daylight Time	2021-05-08	09:19:40	-0500	813876784919904256	josh__keyes	Josh Keyes		Doge to the moon!! $2 by Monday!  #dogecoin #dogetothemoon #ELONMusk	en	[]	[]	[]	1	0	4	['dogecoin', 'dogetothemoon', 'elonmusk']	[]	https://twitter.com/Josh__Keyes/status/1391035072615174150	False		0			32.779167,-96.808891,10000km					[]		
1391030627684732929	1391030627684732929	2021-05-08 09:02:00 Central Daylight Time	2021-05-08	09:02:00	-0500	210839744	drift0r	Drift0r		$DOGE investors when #DogeSNL doesn't go as plan and their cryptocurrency retirement fund disappears. Remember, if you want to invest in #dogecoin , so responsibly!  https://t.co/fjDV3JB4qF	en	[]	[]	[]	7	16	164	['dogesnl', 'dogecoin']	['doge']	https://twitter.com/Drift0r/status/1391030627684732929	False		1	https://pbs.twimg.com/media/EzZJrI8VgAAWrSd.jpg		32.779167,-96.808891,10000km					[]		
1391026829088235522	1391026829088235522	2021-05-08 08:46:54 Central Daylight Time	2021-05-08	08:46:54	-0500	37696377	jaymichaels13	Jay Michaels		Only post for today! Here’s to a wonderful #SaturdayMotivation #DogeCoinTo1Dollar #dogecoin #doge #Dogefather #Dogecoins #DogecoinRise #ElonMusk #MileyCyrus #SNL 🚀🚀🚀🚀🚀📈 ‼️‼️‼️ @ItsDogeCoin @abovewallstreet  https://t.co/azO5cNWgaJ	en	[{'screen_name': 'itsdogecoin', 'name': 'dogecoin movement 🚀', 'id': '83202218'}, {'screen_name': 'abovewallstreet', 'name': 'abovewallstreet 🚀#dogecoin', 'id': '1355073655357714435'}]	[]	['https://pbs.twimg.com/media/E03rh2AXEAQcnyL.jpg']	0	5	15	['saturdaymotivation', 'dogecointo1dollar', 'dogecoin', 'doge', 'dogefather', 'dogecoins', 'dogecoinrise', 'elonmusk', 'mileycyrus', 'snl']	[]	https://twitter.com/jaymichaels13/status/1391026829088235522	False		1	https://pbs.twimg.com/media/E03rh2AXEAQcnyL.jpg		32.779167,-96.808891,10000km					[]		
1390861048287318016	1390861048287318016	2021-05-07 21:48:09 Central Daylight Time	2021-05-07	21:48:09	-0500	404059812	fox26mike	Mike Iscovitz		From what my cursory financial knowledge can make sense of, #dogecoin is very similar to GameStop and AMC, only there are no hedge fund short sellers to contend with. Just buy and hodl and collectively refuse to sell. It’s brilliant, really. But, a gain isn’t a gain until u sell.	en	[]	[]	[]	1	0	8	['dogecoin']	[]	https://twitter.com/Fox26Mike/status/1390861048287318016	False		0			32.779167,-96.808891,10000km					[]		
1390860982289801219	1390860982289801219	2021-05-07 21:47:53 Central Daylight Time	2021-05-07	21:47:53	-0500	96040215	russellhantz	Russell Hantz		#SAFEMOON is the next #dogecoin but you’ll make more money!!	en	[]	[]	[]	7	1	12	['safemoon', 'dogecoin']	[]	https://twitter.com/russellhantz/status/1390860982289801219	False		0			32.779167,-96.808891,10000km					[]		
1390843692035026950	1390843692035026950	2021-05-07 20:39:11 Central Daylight Time	2021-05-07	20:39:11	-0500	96040215	russellhantz	Russell Hantz		look I make a lot of money with cryptocurrency! It’s my bank! I think i have time to make a lot more before people join the bubble!! #dogecoin #safemooon yes i get the attraction. Just be smart a TAKE your money! When you can!	en	[]	[]	[]	3	0	5	['dogecoin', 'safemooon']	[]	https://twitter.com/russellhantz/status/1390843692035026950	False		0			32.779167,-96.808891,10000km					[]		
1390824802374594563	1390824802374594563	2021-05-07 19:24:07 Central Daylight Time	2021-05-07	19:24:07	-0500	404059812	fox26mike	Mike Iscovitz		What could Elon Musk possibly say or do on Saturday Night Live that would make #Dogecoin go up any more than it already has? What’s the expectation?	en	[]	[]	[]	3	2	15	['dogecoin']	[]	https://twitter.com/Fox26Mike/status/1390824802374594563	False		0			32.779167,-96.808891,10000km					[]		
1390806678967291908	1390806678967291908	2021-05-07 18:12:06 Central Daylight Time	2021-05-07	18:12:06	-0500	37266742	ellierosetx	Ellie Holmes		"I bought $5 in #dogecoin three weeks ago. I have $10.39 right now. I am the wrong person to make the decision ""should I put more in?"""	en	[]	[]	[]	5	0	17	['dogecoin']	[]	https://twitter.com/ellierosetx/status/1390806678967291908	False		0			32.779167,-96.808891,10000km					[]		
1390802725693280258	1390802725693280258	2021-05-07 17:56:24 Central Daylight Time	2021-05-07	17:56:24	-0500	830306714	coracarmack	Cora Carmack 🌪 RAGE is AVAILABLE NOW!⛈		#dogecoin is very close to becoming the 3rd biggest cryptocurrency.   The world is weird.	en	[]	[]	[]	0	1	3	['dogecoin']	[]	https://twitter.com/CoraCarmack/status/1390802725693280258	False	https://twitter.com/CryptoKaleo/status/1390802387829501959	0			32.779167,-96.808891,10000km					[]		
1390799041416552451	1390799041416552451	2021-05-07 17:41:45 Central Daylight Time	2021-05-07	17:41:45	-0500	404059812	fox26mike	Mike Iscovitz		If #Dogecoin manages to reach $0.98, it will eclipse the market cap of Goldman Sachs. Doge is already nearly twice the value of Walgreens and 4x the market cap of Fox Corporation.	en	[]	[]	[]	7	3	15	['dogecoin']	[]	https://twitter.com/Fox26Mike/status/1390799041416552451	False		0			32.779167,-96.808891,10000km					[]		
